vin,model,mfg_year,fuel_type
D409985Z,Kenworth T680,2023,Diesel
Q525637R,Hino 268,2019,CNG
Y845557W,Volvo VNL,2018,LNG
A633542T,Mack Anthem,2022,Diesel
R509530C,International LT,2015,Diesel
E277282Y,Hino 268,2023,CNG
T958870J,Navistar 4300,2024,Diesel
P942660A,Navistar 4300,2021,Diesel
B698027R,Mack Anthem,2020,Diesel
M448294S,Western Star 49X,2020,LNG
Z500796G,Kenworth T680,2017,Diesel
R653777H,Freightliner M2,2018,Diesel
S424716K,Western Star 49X,2023,LNG
L191636V,Mack Anthem,2024,Diesel
W072592C,Hino 268,2020,CNG
N169156E,Volvo VNL,2020,LNG
N807982D,Mack Anthem,2017,Diesel
N700813W,Volvo VNL,2019,LNG
T490237O,Mack Anthem,2022,Diesel
S269249G,Freightliner Cascadia,2018,Electric
N801695N,Kenworth T680,2019,Diesel
Q112946C,Mack Anthem,2024,Diesel
D311828M,Volvo VNL,2018,LNG
G146595F,Mack Anthem,2017,Diesel
X203390M,Volvo VNL,2018,LNG
N666942K,Navistar 4300,2023,Diesel
R438375V,Kenworth T680,2015,Diesel
P428846E,Hino 268,2015,CNG
V734850P,Navistar 4300,2023,Diesel
D027721K,Peterbilt 579,2015,CNG
V316250W,Freightliner Cascadia,2015,Electric
J326799R,International LT,2018,Diesel
J483726T,Mack Anthem,2024,Diesel
K779388R,Western Star 49X,2022,LNG
K912867G,Navistar 4300,2017,Diesel
N774786F,Freightliner Cascadia,2019,Electric
M040762Y,Volvo VNL,2016,LNG
V965241U,Freightliner Cascadia,2021,Electric
B731802S,Freightliner Cascadia,2019,Electric
K041071E,Volvo VNL,2017,LNG
D294337L,Mack Anthem,2016,Diesel
N657814Z,International LT,2016,Diesel
N355019X,Peterbilt 579,2016,CNG
G311015T,International LT,2017,Diesel
E567313D,Navistar 4300,2020,Diesel
F017493C,Mack Anthem,2022,Diesel
L560730G,Navistar 4300,2016,Diesel
E737339Z,International LT,2015,Diesel
K010149A,Western Star 49X,2016,LNG
U218922R,Navistar 4300,2020,Diesel
H400613Y,Peterbilt 579,2023,CNG
K549660P,Freightliner M2,2015,Diesel
U514358C,Peterbilt 579,2017,CNG
Y471180C,Hino 268,2021,CNG
E450153T,Peterbilt 579,2018,CNG
J195960E,Mack Anthem,2022,Diesel
M693477B,Kenworth T680,2022,Diesel
Y605485J,Kenworth T680,2022,Diesel
L575042T,Mack Anthem,2017,Diesel
Q640694V,Peterbilt 579,2016,CNG
G861754V,Navistar 4300,2018,Diesel
T827711J,Freightliner M2,2021,Diesel
B816058E,Volvo VNL,2022,LNG
J975570K,Navistar 4300,2024,Diesel
Q678650R,Peterbilt 579,2017,CNG
Q414429X,Freightliner M2,2021,Diesel
D267088S,Mack Anthem,2024,Diesel
C501513Q,Western Star 49X,2024,LNG
N862684C,Peterbilt 579,2020,CNG
U042416K,Freightliner Cascadia,2023,Electric
Y814207Q,Kenworth T680,2019,Diesel
I817006E,Peterbilt 579,2019,CNG
J436597Q,Freightliner Cascadia,2022,Electric
R397661D,Western Star 49X,2024,LNG
C541715B,International LT,2023,Diesel
W760175H,Freightliner Cascadia,2019,Electric
Q800778L,Volvo VNL,2018,LNG
G845576H,Volvo VNL,2019,LNG
F677066I,Western Star 49X,2022,LNG
T192283L,International LT,2018,Diesel
H143092X,Western Star 49X,2016,LNG
I272597O,Kenworth T680,2022,Diesel
R367408K,International LT,2016,Diesel
Z120599R,International LT,2021,Diesel
B476988F,Kenworth T680,2022,Diesel
I225620N,Freightliner Cascadia,2024,Electric
J610880W,Western Star 49X,2018,LNG
V701620P,Freightliner M2,2019,Diesel
V637035N,Mack Anthem,2023,Diesel
C591516Y,Peterbilt 579,2021,CNG
Z166296W,Freightliner M2,2023,Diesel
X863602X,International LT,2019,Diesel
Z368732D,International LT,2021,Diesel
C922545Z,Western Star 49X,2022,LNG
N806940C,Western Star 49X,2021,LNG
I873871M,Mack Anthem,2015,Diesel
Y410006U,Mack Anthem,2022,Diesel
O848439B,Peterbilt 579,2020,CNG
P046035T,Freightliner M2,2019,Diesel
Y608970R,Freightliner Cascadia,2021,Electric
S937590S,Peterbilt 579,2024,CNG
D790583Q,Kenworth T680,2023,Diesel
B702789K,Peterbilt 579,2016,CNG
A764513R,Hino 268,2024,CNG
U050198F,International LT,2017,Diesel
X547388A,Hino 268,2023,CNG
Y842740K,Freightliner M2,2015,Diesel
K828507W,Western Star 49X,2016,LNG
I532052X,International LT,2020,Diesel
V155013K,Navistar 4300,2016,Diesel
G471178E,Freightliner M2,2023,Diesel
V505139S,Peterbilt 579,2020,CNG
W184180V,Navistar 4300,2018,Diesel
F141200Q,Kenworth T680,2023,Diesel
L045156M,Western Star 49X,2018,LNG
J332769Y,Mack Anthem,2017,Diesel
O689947G,International LT,2020,Diesel
R793092X,Western Star 49X,2018,LNG
X239060A,Navistar 4300,2018,Diesel
T360712H,Freightliner M2,2015,Diesel
F373949I,Freightliner M2,2023,Diesel
Y581936L,Volvo VNL,2023,LNG
W436436R,Western Star 49X,2022,LNG
X314594A,Freightliner M2,2017,Diesel
U815089G,Mack Anthem,2019,Diesel
N463187J,Freightliner M2,2018,Diesel
I976330M,Peterbilt 579,2015,CNG
S042333H,Mack Anthem,2016,Diesel
X831960J,Western Star 49X,2021,LNG
Q509270A,Kenworth T680,2019,Diesel
B043866G,Volvo VNL,2016,LNG
C470726V,Volvo VNL,2023,LNG
A275789B,Western Star 49X,2015,LNG
F368053M,Freightliner M2,2023,Diesel
M808823C,Hino 268,2017,CNG
I970199K,Volvo VNL,2024,LNG
G477075H,Western Star 49X,2018,LNG
Q621098O,Hino 268,2019,CNG
G636782P,International LT,2021,Diesel
A168960Y,Navistar 4300,2015,Diesel
L688127D,Mack Anthem,2019,Diesel
Y425284U,Freightliner Cascadia,2018,Electric
M806817I,Volvo VNL,2019,LNG
M241997C,Hino 268,2022,CNG
H031080N,Western Star 49X,2019,LNG
U480985Q,Western Star 49X,2016,LNG
Z487890R,Peterbilt 579,2021,CNG
I833465Y,Navistar 4300,2019,Diesel
N726021E,Freightliner Cascadia,2019,Electric
D806664U,Navistar 4300,2023,Diesel
H997430F,Peterbilt 579,2021,CNG
P803782X,Freightliner M2,2022,Diesel
V537126H,Western Star 49X,2020,LNG
Y870415U,Navistar 4300,2016,Diesel
T781373E,Freightliner Cascadia,2018,Electric
I421756R,Hino 268,2015,CNG
M799443H,Western Star 49X,2018,LNG
W782730P,Freightliner Cascadia,2020,Electric
H976620T,Freightliner Cascadia,2024,Electric
A078464W,Volvo VNL,2019,LNG
Y157746I,International LT,2017,Diesel
B199785V,Volvo VNL,2016,LNG
V255424J,Navistar 4300,2017,Diesel
K667292M,Peterbilt 579,2022,CNG
N072267R,Hino 268,2018,CNG
G060154O,Volvo VNL,2017,LNG
Q827386I,Western Star 49X,2024,LNG
I833923Q,Freightliner Cascadia,2023,Electric
P986225Q,Hino 268,2018,CNG
B686296F,Freightliner M2,2022,Diesel
R035657P,Mack Anthem,2021,Diesel
P808437F,Mack Anthem,2020,Diesel
O492627O,Kenworth T680,2015,Diesel
J506001B,International LT,2024,Diesel
E646096S,Hino 268,2021,CNG
M909100G,Freightliner M2,2019,Diesel
V665954T,Peterbilt 579,2023,CNG
R300178Z,Freightliner Cascadia,2023,Electric
L274205T,Freightliner Cascadia,2020,Electric
R258987M,Peterbilt 579,2020,CNG
Z073216X,Freightliner Cascadia,2022,Electric
O691070I,Navistar 4300,2023,Diesel
Q611713Q,Volvo VNL,2016,LNG
R025006L,Western Star 49X,2016,LNG
K276434P,Western Star 49X,2017,LNG
D465265U,Freightliner M2,2017,Diesel
F347741A,Navistar 4300,2016,Diesel
M028595T,Kenworth T680,2018,Diesel
O887559J,Freightliner Cascadia,2016,Electric
U759204E,Freightliner M2,2021,Diesel
D552823Z,Freightliner Cascadia,2017,Electric
O164303I,Navistar 4300,2022,Diesel
O977444O,Kenworth T680,2023,Diesel
B294578F,Western Star 49X,2021,LNG
Q404772O,Freightliner M2,2019,Diesel
N649728Q,Volvo VNL,2021,LNG
O419067Y,Mack Anthem,2019,Diesel
J100997S,Navistar 4300,2020,Diesel
K429829P,Hino 268,2020,CNG
G164212I,Hino 268,2017,CNG
X658597D,Kenworth T680,2019,Diesel
V248910P,Navistar 4300,2018,Diesel
X579991X,Hino 268,2020,CNG
W843456H,Navistar 4300,2024,Diesel
D234344T,Mack Anthem,2022,Diesel
E708063U,Freightliner Cascadia,2018,Electric
U395943C,International LT,2017,Diesel
N845907S,Kenworth T680,2023,Diesel
Y128211E,Freightliner Cascadia,2015,Electric
F264218U,International LT,2021,Diesel
N447889X,Kenworth T680,2017,Diesel
B770705C,Freightliner Cascadia,2016,Electric
Y095062Q,Freightliner M2,2019,Diesel
T327624Q,Peterbilt 579,2018,CNG
A326572X,Volvo VNL,2023,LNG
C798047E,Freightliner Cascadia,2020,Electric
F893798F,Volvo VNL,2015,LNG
B523999M,Hino 268,2022,CNG
R691845R,Hino 268,2017,CNG
C198385T,Volvo VNL,2020,LNG
V928262M,Navistar 4300,2018,Diesel
M016515U,International LT,2015,Diesel
Z952747I,Peterbilt 579,2019,CNG
N715533E,Mack Anthem,2021,Diesel
F793134V,Hino 268,2019,CNG
Y619617X,International LT,2024,Diesel
K021000F,Western Star 49X,2019,LNG
H864995Q,Navistar 4300,2023,Diesel
U700512O,Peterbilt 579,2016,CNG
S806319A,Hino 268,2017,CNG
K537693U,Volvo VNL,2018,LNG
R879274Y,Mack Anthem,2017,Diesel
E622689U,Mack Anthem,2024,Diesel
W311524Y,Volvo VNL,2017,LNG
U387207C,Navistar 4300,2024,Diesel
P931444M,Western Star 49X,2020,LNG
U419964R,Hino 268,2024,CNG
R962438A,Hino 268,2019,CNG
C927715O,Hino 268,2022,CNG
U685070R,Peterbilt 579,2017,CNG
Y182511B,Freightliner M2,2018,Diesel
B318672E,Peterbilt 579,2016,CNG
A591445B,Hino 268,2017,CNG
Y196676A,Kenworth T680,2017,Diesel
A150434X,Freightliner Cascadia,2015,Electric
D102655Y,International LT,2016,Diesel
V475665D,Freightliner M2,2017,Diesel
F329774W,Navistar 4300,2022,Diesel
N050685B,Western Star 49X,2022,LNG
B233094W,International LT,2019,Diesel
G214706Y,Navistar 4300,2016,Diesel
N537305X,Peterbilt 579,2023,CNG
T428907H,Western Star 49X,2021,LNG
K162930Z,Western Star 49X,2022,LNG
D615071B,International LT,2019,Diesel
B616903D,Navistar 4300,2020,Diesel
H059041D,Navistar 4300,2016,Diesel
G977963M,Hino 268,2018,CNG
N946709Y,Kenworth T680,2019,Diesel
E087496J,Kenworth T680,2021,Diesel
Q298308W,Navistar 4300,2022,Diesel
K788477I,Freightliner Cascadia,2019,Electric
W882437N,Volvo VNL,2023,LNG
C686862Q,Western Star 49X,2020,LNG
T823009C,Kenworth T680,2015,Diesel
W154759B,International LT,2022,Diesel
U133672Q,International LT,2021,Diesel
E115678R,Peterbilt 579,2024,CNG
W082824Z,Navistar 4300,2018,Diesel
A491371Y,Western Star 49X,2020,LNG
Q509423G,Kenworth T680,2015,Diesel
F596378Y,Peterbilt 579,2022,CNG
G319151U,International LT,2023,Diesel
R136900C,Peterbilt 579,2015,CNG
M904644Q,Hino 268,2019,CNG
M058151W,International LT,2016,Diesel
K394278F,International LT,2019,Diesel
D192689B,Navistar 4300,2015,Diesel
E986068S,Hino 268,2019,CNG
G416661E,Freightliner M2,2019,Diesel
A729420E,Freightliner Cascadia,2021,Electric
J080585J,Freightliner M2,2019,Diesel
T404977R,Mack Anthem,2015,Diesel
C957240O,Hino 268,2015,CNG
A031518F,Freightliner Cascadia,2024,Electric
L759896X,Freightliner Cascadia,2022,Electric
Q249476P,Kenworth T680,2022,Diesel
N194958L,Navistar 4300,2016,Diesel
A519901I,Freightliner M2,2020,Diesel
J633492C,Freightliner M2,2024,Diesel
T770859R,Kenworth T680,2017,Diesel
Q268239V,Kenworth T680,2016,Diesel
I554344Y,Western Star 49X,2016,LNG
H213801U,Freightliner M2,2022,Diesel
R576941X,Freightliner M2,2020,Diesel
Z139855P,Volvo VNL,2023,LNG
W237508N,Mack Anthem,2018,Diesel
K973175U,Hino 268,2015,CNG
S232434J,International LT,2020,Diesel
B139579U,Kenworth T680,2024,Diesel
O628073X,International LT,2023,Diesel
U006455H,Freightliner M2,2021,Diesel
C048294E,Western Star 49X,2015,LNG
V828625W,Volvo VNL,2018,LNG
B872937X,Navistar 4300,2017,Diesel
Y625873B,Mack Anthem,2016,Diesel
R805582I,Kenworth T680,2022,Diesel
X623167B,Freightliner M2,2019,Diesel
V115327B,Hino 268,2018,CNG
V341477W,Navistar 4300,2021,Diesel
F688637P,Kenworth T680,2015,Diesel
H799870B,Mack Anthem,2019,Diesel
J538289V,Navistar 4300,2020,Diesel
Z122396V,Volvo VNL,2020,LNG
Z753764S,Freightliner Cascadia,2024,Electric
K512562J,Volvo VNL,2024,LNG
R083464R,Freightliner Cascadia,2016,Electric
H299613D,Volvo VNL,2016,LNG
K718606L,Kenworth T680,2016,Diesel
C399451Y,Kenworth T680,2020,Diesel
E838292Y,Hino 268,2015,CNG
S298604L,Kenworth T680,2015,Diesel
P785710A,Peterbilt 579,2020,CNG
P305695P,Freightliner Cascadia,2016,Electric
N625096T,Peterbilt 579,2019,CNG
H123528I,Peterbilt 579,2017,CNG
Y990888W,Mack Anthem,2015,Diesel
G081107S,Western Star 49X,2019,LNG
X923603A,Kenworth T680,2019,Diesel
S808588Q,Kenworth T680,2024,Diesel
L437213B,International LT,2021,Diesel
X776383E,Peterbilt 579,2018,CNG
G918043T,Mack Anthem,2018,Diesel
V309797X,Kenworth T680,2019,Diesel
H684218J,Mack Anthem,2022,Diesel
K018747M,Mack Anthem,2016,Diesel
W131126N,Freightliner Cascadia,2020,Electric
I746030R,Hino 268,2020,CNG
H312178C,International LT,2023,Diesel
U042327H,Freightliner Cascadia,2017,Electric
N881185Z,Freightliner M2,2024,Diesel
H206304Y,Western Star 49X,2017,LNG
J527261K,Navistar 4300,2024,Diesel
C109531B,Peterbilt 579,2021,CNG
O179251Z,International LT,2019,Diesel
N223801Q,Peterbilt 579,2020,CNG
F702098M,Navistar 4300,2023,Diesel
Y401469F,Mack Anthem,2016,Diesel
F360772K,Navistar 4300,2018,Diesel
A045098B,Mack Anthem,2018,Diesel
B353335H,Freightliner Cascadia,2019,Electric
C626251T,Freightliner M2,2016,Diesel
C946173X,Navistar 4300,2017,Diesel
B151332L,Freightliner Cascadia,2017,Electric
S673092A,Freightliner Cascadia,2024,Electric
O741359R,International LT,2020,Diesel
D665339O,Hino 268,2021,CNG
M638574O,Hino 268,2015,CNG
S919580A,International LT,2016,Diesel
R084162Y,International LT,2015,Diesel
H750146P,Kenworth T680,2021,Diesel
O146500K,Freightliner Cascadia,2020,Electric
V455846S,International LT,2016,Diesel
B201819I,Kenworth T680,2020,Diesel
G320165M,Mack Anthem,2017,Diesel
M889060H,Freightliner Cascadia,2023,Electric
V750751L,Kenworth T680,2015,Diesel
R267750Z,Freightliner Cascadia,2024,Electric
M162284U,Freightliner Cascadia,2024,Electric
W965688O,Hino 268,2021,CNG
J720204F,Western Star 49X,2022,LNG
S103653F,Peterbilt 579,2019,CNG
U641442T,International LT,2024,Diesel
N719745E,International LT,2022,Diesel
J459550D,Western Star 49X,2019,LNG
W029069T,Freightliner M2,2018,Diesel
Z735642C,Navistar 4300,2016,Diesel
C294361Y,Western Star 49X,2021,LNG
U909824D,Mack Anthem,2024,Diesel
C814647J,Western Star 49X,2024,LNG
F360741D,Freightliner M2,2017,Diesel
V602252U,Navistar 4300,2017,Diesel
A313417L,Mack Anthem,2024,Diesel
E280954F,Navistar 4300,2018,Diesel
C540163N,Hino 268,2017,CNG
J058482H,Kenworth T680,2020,Diesel
V739339Z,Freightliner M2,2016,Diesel
B910829P,Mack Anthem,2017,Diesel
S561206Y,International LT,2022,Diesel
J467647W,Western Star 49X,2017,LNG
W625084D,Freightliner Cascadia,2015,Electric
J143999W,Kenworth T680,2018,Diesel
B709928H,Kenworth T680,2019,Diesel
Q028551P,Mack Anthem,2016,Diesel
P825520L,Kenworth T680,2018,Diesel
W865918H,Peterbilt 579,2021,CNG
N980528Z,Volvo VNL,2018,LNG
F905306O,Kenworth T680,2023,Diesel
H083038S,International LT,2015,Diesel
L016776J,Freightliner Cascadia,2017,Electric
F191050G,International LT,2016,Diesel
S970957W,Freightliner Cascadia,2023,Electric
H454069T,Western Star 49X,2018,LNG
J387673P,Freightliner Cascadia,2021,Electric
F431556B,Freightliner Cascadia,2018,Electric
K959792Y,Volvo VNL,2021,LNG
K263273Q,Kenworth T680,2020,Diesel
K370391Q,Kenworth T680,2021,Diesel
Q056651E,International LT,2019,Diesel
H343076P,Western Star 49X,2024,LNG
Z329876S,Western Star 49X,2023,LNG
L816051G,Volvo VNL,2020,LNG
B702423V,Freightliner Cascadia,2024,Electric
I374373C,Freightliner M2,2018,Diesel
S131843E,Hino 268,2017,CNG
J357168A,Peterbilt 579,2020,CNG
K111476B,International LT,2020,Diesel
Y734787W,Navistar 4300,2015,Diesel
W354145Y,Hino 268,2024,CNG
X647311Z,Western Star 49X,2016,LNG
Z885926O,Peterbilt 579,2017,CNG
R700889O,Freightliner Cascadia,2018,Electric
Q830148X,Freightliner M2,2018,Diesel
A781656H,Mack Anthem,2021,Diesel
C804189W,Volvo VNL,2020,LNG
H244628Y,Western Star 49X,2017,LNG
S261734Y,Western Star 49X,2017,LNG
F087363Q,Mack Anthem,2019,Diesel
C931813I,Western Star 49X,2022,LNG
V293804A,Freightliner M2,2019,Diesel
H308349P,Western Star 49X,2017,LNG
L164764L,Kenworth T680,2021,Diesel
N738681O,Navistar 4300,2016,Diesel
J722781E,Freightliner Cascadia,2016,Electric
S553925G,International LT,2016,Diesel
Z830213F,Western Star 49X,2015,LNG
T160338E,Kenworth T680,2020,Diesel
G787602F,Kenworth T680,2024,Diesel
S490726R,Navistar 4300,2021,Diesel
S488105B,Freightliner Cascadia,2015,Electric
E391678L,Freightliner Cascadia,2021,Electric
M883793P,Western Star 49X,2015,LNG
J859308Y,Mack Anthem,2021,Diesel
K278146W,Mack Anthem,2016,Diesel
H395369U,Hino 268,2022,CNG
O232072T,Navistar 4300,2020,Diesel
Z861156R,Freightliner Cascadia,2020,Electric
B230678E,Navistar 4300,2020,Diesel
R946701T,Volvo VNL,2017,LNG
C128044G,Western Star 49X,2023,LNG
S208362J,Western Star 49X,2016,LNG
N748562C,Kenworth T680,2015,Diesel
Z886173Z,International LT,2024,Diesel
W277606M,Mack Anthem,2018,Diesel
K951368L,Navistar 4300,2024,Diesel
S065741A,Freightliner Cascadia,2021,Electric
T984366P,Freightliner M2,2022,Diesel
R375618W,Mack Anthem,2015,Diesel
H357777X,Volvo VNL,2022,LNG
O929458A,Freightliner Cascadia,2020,Electric
T188374I,Freightliner M2,2024,Diesel
S923960I,International LT,2019,Diesel
Y445025F,Western Star 49X,2020,LNG
N021782V,Mack Anthem,2015,Diesel
U988161A,Navistar 4300,2019,Diesel
S376329A,Kenworth T680,2019,Diesel
Q380437F,International LT,2021,Diesel
U269808Y,Freightliner M2,2022,Diesel
X551086G,International LT,2019,Diesel
N997078N,Freightliner M2,2024,Diesel
C313294K,Volvo VNL,2020,LNG
C759425E,Freightliner M2,2023,Diesel
E657555T,Western Star 49X,2018,LNG
A863281R,Kenworth T680,2016,Diesel
U705605E,Navistar 4300,2016,Diesel
Z384109A,Kenworth T680,2017,Diesel
Q066161V,Freightliner Cascadia,2021,Electric
Z317660S,Mack Anthem,2020,Diesel
D244569S,Freightliner Cascadia,2024,Electric
O918143W,Peterbilt 579,2023,CNG
Y697575X,Hino 268,2022,CNG
R460683X,Freightliner M2,2016,Diesel
H260533I,International LT,2020,Diesel
Z249969Y,Freightliner M2,2017,Diesel
H081875J,Hino 268,2016,CNG
A041403O,Western Star 49X,2023,LNG
I487451Z,Volvo VNL,2020,LNG
D619379K,Mack Anthem,2021,Diesel
S293094N,Western Star 49X,2015,LNG
V121345C,Kenworth T680,2019,Diesel
L999007V,Volvo VNL,2021,LNG
D668723Y,Volvo VNL,2018,LNG
C365783S,Hino 268,2019,CNG
P151041Z,Mack Anthem,2024,Diesel
X777679Z,Navistar 4300,2023,Diesel
Y932249E,Peterbilt 579,2015,CNG
U371967V,International LT,2024,Diesel
T791209V,Freightliner Cascadia,2018,Electric
T402894N,Western Star 49X,2019,LNG
Z882697K,Kenworth T680,2019,Diesel
R413667X,Navistar 4300,2015,Diesel
Z886899M,Hino 268,2021,CNG
K087863F,Kenworth T680,2019,Diesel
C418359V,Mack Anthem,2015,Diesel
Q949044D,Western Star 49X,2018,LNG
X427072T,Freightliner M2,2021,Diesel
E452786D,Kenworth T680,2019,Diesel
E954728R,Mack Anthem,2022,Diesel
N075193H,Hino 268,2020,CNG
K460378J,Volvo VNL,2018,LNG
M035689S,Peterbilt 579,2015,CNG
E108587D,International LT,2018,Diesel
K075013P,Volvo VNL,2024,LNG
C939256N,Mack Anthem,2024,Diesel
X746317E,Freightliner Cascadia,2024,Electric
U186266C,Western Star 49X,2024,LNG
W861633J,International LT,2023,Diesel
M638130J,Western Star 49X,2022,LNG
T624986B,Navistar 4300,2015,Diesel
K946654F,International LT,2020,Diesel
R705364Z,International LT,2020,Diesel
I349541G,Freightliner Cascadia,2017,Electric
E762080S,Freightliner Cascadia,2022,Electric
K289348I,Peterbilt 579,2023,CNG
P009205Y,Kenworth T680,2021,Diesel
B504568N,Mack Anthem,2021,Diesel
K690019N,Freightliner M2,2024,Diesel
R315240H,Volvo VNL,2022,LNG
D575842B,Navistar 4300,2020,Diesel
U861277K,Volvo VNL,2018,LNG
N333356T,Navistar 4300,2020,Diesel
Y201844U,Mack Anthem,2019,Diesel
K766162T,International LT,2022,Diesel
N506410E,Freightliner Cascadia,2015,Electric
O841732A,Kenworth T680,2024,Diesel
S523465X,Hino 268,2017,CNG
W461203W,Hino 268,2020,CNG
Q846726T,Hino 268,2021,CNG
T019892G,Western Star 49X,2015,LNG
V914353O,Mack Anthem,2023,Diesel
Q425628B,Freightliner Cascadia,2018,Electric
S078138T,Western Star 49X,2023,LNG
D751340R,Kenworth T680,2021,Diesel
X491850S,Hino 268,2016,CNG
X824055R,Volvo VNL,2021,LNG
N651206B,Peterbilt 579,2018,CNG
D611959N,Volvo VNL,2024,LNG
H725303U,Mack Anthem,2017,Diesel
Y846439Q,Kenworth T680,2021,Diesel
R428054B,Navistar 4300,2021,Diesel
W092319D,International LT,2018,Diesel
R787305M,Western Star 49X,2024,LNG
L900343V,Mack Anthem,2020,Diesel
R926205X,International LT,2016,Diesel
M556284F,International LT,2023,Diesel
Z565783O,Navistar 4300,2023,Diesel
E939943B,Western Star 49X,2018,LNG
W951888W,Western Star 49X,2022,LNG
A787828R,Freightliner Cascadia,2019,Electric
M957283C,Freightliner Cascadia,2017,Electric
J830189B,Kenworth T680,2021,Diesel
C598460W,Mack Anthem,2015,Diesel
O456256D,Navistar 4300,2020,Diesel
Z032718O,Freightliner Cascadia,2017,Electric
D875875Y,Volvo VNL,2021,LNG
V980207Q,Hino 268,2021,CNG
D204690S,Western Star 49X,2021,LNG
Q390648E,Peterbilt 579,2015,CNG
T739202O,Hino 268,2018,CNG
K440731E,Kenworth T680,2024,Diesel
L189011D,Hino 268,2023,CNG
V367291Z,Volvo VNL,2024,LNG
A942616Q,Hino 268,2021,CNG
S647107K,Freightliner M2,2020,Diesel
X352756I,Hino 268,2018,CNG
P083130A,Kenworth T680,2024,Diesel
F161832V,Freightliner Cascadia,2016,Electric
E290074Z,International LT,2015,Diesel
Y664308B,Hino 268,2021,CNG
F428316I,Navistar 4300,2023,Diesel
E324644H,Peterbilt 579,2017,CNG
D060606P,Freightliner Cascadia,2020,Electric
K377889E,Peterbilt 579,2017,CNG
D418100K,Freightliner Cascadia,2018,Electric
Z908479I,International LT,2017,Diesel
X011705Z,Mack Anthem,2016,Diesel
